code,id,label,statement,subject,domain,minimumAge,maximumAge,competencyType,evidenceExpectationCount,alignmentCount,reviewStatus,sourceId,sourceReferenceId,sourceUri
ASFAI-MAT-253679F3C3,https://education.asfai.org/objectives/40aa0045-b08c-5c46-b2cc-90ff7e3057ee,Reading and writing numbers to 1000,"Demonstrate the “Reading and writing numbers to 1000” objective: Read and write numbers to 1000 in numerals, number names, and expanded form.",Mathematics,Number Representation & Place Value,7,8,PROCEDURAL,3,2,unreviewed,mt_VFsuftfvYM,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VFsuftfvYM,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-0BBBA7D6A2,https://education.asfai.org/objectives/c557d675-49fe-502b-9434-85ffd36b6307,"More batteries, brighter bulb","Demonstrate the “More batteries, brighter bulb” objective: Associate the brightness of a lamp or volume of a buzzer with the number and voltage of cells used in a series circuit.",Science,Energy,10,11,CONCEPTUAL,3,1,unreviewed,mt_vFT_GbkP9m,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vFT_GbkP9m,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-B599105A18,https://education.asfai.org/objectives/c9f91c85-aae5-5587-9801-506a11dbcefc,Roman Republic and Empire,"Demonstrate the “Roman Republic and Empire” objective: Explain how Rome was first governed as a republic — with elected consuls, a powerful Senate, and a distinction between patricians and plebeians — before becoming an empire ruled by emperors like Augustus (who brought peace, the Pax Romana) and Nero, and compare republican government with Athenian direct democracy.",History,Ancient Greece & Rome,9,11,CONCEPTUAL,3,0,unreviewed,mt_vFYFvgrPgD,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vFYFvgrPgD,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-9E5DC68B16,https://education.asfai.org/objectives/9b34c30f-ce11-51ba-a5cb-880f23d79db5,Fraction Addition Concepts,Demonstrate the “Fraction Addition Concepts” objective: Understand addition and subtraction of fractions as joining and separating parts; decompose a fraction into a sum of fractions with the same denominator in more than one way.,Mathematics,Fractions,9,10,PROCEDURAL,3,0,unreviewed,mt_VgOePicFYK,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VgOePicFYK,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-E116E73805,https://education.asfai.org/objectives/cf87e012-222e-5619-bc7a-990e2006e975,Picture & Bar Graphs,"Demonstrate the “Picture & Bar Graphs” objective: Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories; solve put-together, take-apart, and compare problems using information presented in a bar graph.",Mathematics,Data & Statistics,7,8,REPRESENTATIONAL,3,1,unreviewed,mt_VhBH8wrFC6,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VhBH8wrFC6,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-9087AD96D1,https://education.asfai.org/objectives/3e84edc0-bf3a-589c-af12-9ecde2fc5444,Substituting into Formulae,Demonstrate the “Substituting into Formulae” objective: Substitute numerical values into formulae and expressions including scientific formulae; evaluate expressions by replacing variables with given values and computing the result using correct order of operations.,Mathematics,Algebra,11,12,PROCEDURAL,3,2,unreviewed,mt_vHzVa3SURC,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vHzVa3SURC,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-91A7A7BDE0,https://education.asfai.org/objectives/ef6d7540-bdc4-5e4b-9d0e-29ab29f0e98c,Decimals for Tenths & Hundredths,"Demonstrate the “Decimals for Tenths & Hundredths” objective: Use decimal notation for fractions with denominators 10 or 100; read and write decimal numbers as fractions (e.g. 0.62 = 62/100, 0.71 = 71/100).",Mathematics,Fractions,9,10,PROCEDURAL,3,0,unreviewed,mt_Vi4Vo5xs_g,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Vi4Vo5xs_g,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-BD8A464A43,https://education.asfai.org/objectives/d8d53cf0-37da-5434-a5fd-f8c566e4e2d9,Natural resources,Demonstrate the “Natural resources” objective: Obtain and combine information to describe that energy and fuels are derived from natural resources and that their uses affect the environment.,Science,Weather & Climate,9,10,CONCEPTUAL,3,1,unreviewed,mt_VI5kdtf28e,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VI5kdtf28e,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-4F7377166B,https://education.asfai.org/objectives/c0e7ed78-dcb9-53d3-bff9-1a19259e1897,Observing with simple equipment,"Demonstrate the “Observing with simple equipment” objective: Observe closely using simple equipment such as hand lenses, and use observations to describe, compare, and identify things.",Science,Scientific Inquiry,5,7,PROCEDURAL,3,2,unreviewed,mt_vJO5Bxk4z-,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vJO5Bxk4z-,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-E743192819,https://education.asfai.org/objectives/192df292-7032-5b87-a9e9-13b479381503,2-D shapes (age 7+),Demonstrate the “2-D shapes (age 7+)” objective: Draw 2-D shapes and make 3-D shapes using modelling materials; recognise 3-D shapes in different orientations and describe them.,Mathematics,Geometry,7,8,PROCEDURAL,3,1,unreviewed,mt_vJUa62bxeR,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vJUa62bxeR,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-AD1E27AF6C,https://education.asfai.org/objectives/44950699-0c19-5d0f-be6d-b1e3f38d57ba,Roman soldiers & builders,"Demonstrate the “Roman soldiers & builders” objective: Know that Roman soldiers marched across a huge empire building straight roads and strong walls, and that some Roman roads, walls, and buildings can still be seen today — showing that the Romans were powerful builders whose work has lasted thousands of years.",History,Ancient Greece & Rome,5,7,CONCEPTUAL,3,0,unreviewed,mt_VjxyJLtIbT,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VjxyJLtIbT,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-F107081F53,https://education.asfai.org/objectives/f3077244-afda-5ec2-ac03-1874539dc3a7,Fraction Notation,"Demonstrate the “Fraction Notation” objective: Read, write, and use fraction notation correctly — fraction, numerator, denominator, unit fraction, non-unit fraction, proper fraction, improper fraction, mixed number, equivalent fraction, simplest form — and understand what each term describes, including the roles of the numerator and denominator in expressing parts of a whole.",Mathematics,Fractions,6,9,LANGUAGE,3,0,unreviewed,mt_vKcxX6iNOA,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vKcxX6iNOA,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-8C00F7344D,https://education.asfai.org/objectives/e4477edd-87ca-533b-a726-9e072a7fba18,Multiplication as scaling,"Demonstrate the “Multiplication as scaling” objective: Interpret multiplication as scaling (resizing): compare the size of a product to a factor based on the size of the other factor without computing; explain the effect of multiplying by fractions greater than, equal to, or less than 1.",Mathematics,Fractions,10,11,CONCEPTUAL,3,0,unreviewed,mt_VKW8lOcFaw,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VKW8lOcFaw,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-6CB39F0F78,https://education.asfai.org/objectives/1bebfc4e-298e-56b8-ac2a-bc8f02aca01f,Shades of Meaning,Demonstrate the “Shades of Meaning” objective: Distinguish shades of meaning among verbs describing similar actions and among adjectives differing in intensity; make real-life connections between words and their use.,English,Vocabulary,5,9,LANGUAGE,3,8,unreviewed,mt_VLu59hpQ4T,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VLu59hpQ4T,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-EEF5A45887,https://education.asfai.org/objectives/9beaaf3f-6d6e-50eb-a3ca-c873d8272fbe,The Probability Scale,"Demonstrate the “The Probability Scale” objective: Understand probability as a measure on a scale from 0 (impossible) to 1 (certain); use the language of probability including likely, unlikely, certain, and impossible.",Mathematics,Probability,11,13,CONCEPTUAL,3,2,unreviewed,mt_vmQJAtAFuy,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vmQJAtAFuy,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-52947384A3,https://education.asfai.org/objectives/6fdadc90-375f-5d2b-807d-8e707dfd2401,Commas to avoid ambiguity,Demonstrate the “Commas to avoid ambiguity” objective: Use commas to clarify meaning and avoid ambiguity in sentences where the absence of a comma could cause misreading.,English,Grammar & Punctuation,9,10,PROCEDURAL,3,2,unreviewed,mt_VMS3kDQ8sA,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VMS3kDQ8sA,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-4034513EB6,https://education.asfai.org/objectives/c92d328b-1f20-5093-a206-2c82de0b8f32,Ratio (age 10+),"Demonstrate the “Ratio (age 10+)” objective: Perform mental calculations including with mixed operations and large numbers, using strategies such as partitioning, compensation, and derived facts.",Mathematics,Multiplication & Division,10,11,PROCEDURAL,3,0,unreviewed,mt_vmW2cb5c7A,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vmW2cb5c7A,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-3C854EC40E,https://education.asfai.org/objectives/7f2bcc46-09d5-52c4-8408-0c01a63eb077,Nets of 3-D Shapes,"Demonstrate the “Nets of 3-D Shapes” objective: Identify, draw, and interpret nets of common 3-D shapes — cubes, cuboids, triangular prisms, and square-based pyramids — by predicting which 3-D shape a given flat arrangement of faces will fold into, checking whether a net will close completely, and sketching a net from a description or 3-D model; understand the relationship between the number of faces and the structure of the net.",Mathematics,Geometry,8,11,REPRESENTATIONAL,3,0,unreviewed,mt_vnJEztczji,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vnJEztczji,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-802B2CB052,https://education.asfai.org/objectives/bd0c6a94-04e0-5b8a-972f-5269e748555c,Gladiators & Pompeii,"Demonstrate the “Gladiators & Pompeii” objective: Know that Romans watched gladiators fight in huge arenas like the Colosseum in Rome, that gladiators were usually enslaved people or prisoners trained to fight, and that the city of Pompeii was buried by the eruption of Mount Vesuvius in AD 79, preserving an extraordinary snapshot of Roman daily life.",History,Ancient Greece & Rome,7,9,CONCEPTUAL,3,0,unreviewed,mt_VP9yZJ1xeP,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VP9yZJ1xeP,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-LIF-88816A6B0C,https://education.asfai.org/objectives/6ffa589a-645f-520e-a307-2cc69b67e13b,Who Is a Customer?,Demonstrate the “Who Is a Customer?” objective: Understanding that a customer is someone who buys what you make or do; thinking about what customers want and need; the idea that businesses serve people.,Life Skills,Entrepreneurship,5,7,CONCEPTUAL,3,0,unreviewed,mt_vpMDMbx4pc,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vpMDMbx4pc,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-0C452B4D2D,https://education.asfai.org/objectives/d0aee177-53b1-518c-b621-3a72c6278696,Multimedia Presentations,Demonstrate the “Multimedia Presentations” objective: Include multimedia components and visual displays in presentations when appropriate to enhance the development of main ideas or themes.,English,Speaking & Listening,10,11,PROCEDURAL,3,1,unreviewed,mt_VtqvUORa8K,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VtqvUORa8K,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-707101D80D,https://education.asfai.org/objectives/fea3e625-6e90-5ccb-ab39-01c57ef89178,"Moments, Pressure & Hooke's Law","Demonstrate the “Moments, Pressure & Hooke's Law” objective: Calculate the turning effect (moment = force × perpendicular distance), explain how pressure is transmitted equally in liquids (Pascal's principle) and the concept of atmospheric pressure, and describe Hooke's Law (extension ∝ force up to the elastic limit).",Science,Forces & Motion,12,14,CONCEPTUAL,4,3,unreviewed,mt_vuNjYx3qOy,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vuNjYx3qOy,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-BC4A65642F,https://education.asfai.org/objectives/7dca20b1-fd1f-5a9d-99f4-83c4b25e142e,Using inverse operations,Demonstrate the “Using inverse operations” objective: Recognise and use relationships between operations including inverse operations; use these relationships to check answers and simplify calculations.,Mathematics,Multiplication & Division,11,12,CONCEPTUAL,3,1,unreviewed,mt_VUQNveSYjQ,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VUQNveSYjQ,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-CA64771ADE,https://education.asfai.org/objectives/7b58401f-c4a9-5cc3-88a9-7e12a8a1f369,Estimating by rounding,Demonstrate the “Estimating by rounding” objective: Use approximation through rounding to estimate answers and calculate possible resulting errors expressed using inequality notation a < x ≤ b; understand upper and lower bounds of rounded values.,Mathematics,Number Representation & Place Value,12,14,PROCEDURAL,3,1,unreviewed,mt_VVn1IXjkzn,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VVn1IXjkzn,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-079C7A80D8,https://education.asfai.org/objectives/d43ed4a8-82ba-534a-b6c1-4bece41db51f,Adjective Order in Sentences,Demonstrate the “Adjective Order in Sentences” objective: Order adjectives within sentences according to conventional English patterns (opinion-size-age-shape-colour-origin-material-purpose) to produce natural-sounding descriptions.,English,Grammar & Punctuation,9,10,PROCEDURAL,3,1,unreviewed,mt_VVx0hPPSKi,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VVx0hPPSKi,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-91F1E1D1A5,https://education.asfai.org/objectives/edd8bb5b-cc21-5947-81d1-8e951fa26b78,Vocabulary: historical thinking,"Demonstrate the “Vocabulary: historical thinking” objective: Know and use the vocabulary of historical thinking — source, evidence, primary source, secondary source, artefact, chronology, chronological order, BC/BCE, AD/CE, century, decade, era, period, timeline, excavation, archaeologist, interpretation, corroborate, bias, perspective — and apply these terms when discussing how we know about the past and how reliable our knowledge is.",History,Historical Thinking,6,10,LANGUAGE,3,0,unreviewed,mt_VXcua6-txq,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VXcua6-txq,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-BAB3B44D0F,https://education.asfai.org/objectives/025cbad8-ef18-5ce5-81f0-716f33e02017,Negative Numbers,Demonstrate the “Negative Numbers” objective: Count backwards through zero to include negative numbers.,Mathematics,Number Representation & Place Value,8,9,CONCEPTUAL,3,1,unreviewed,mt_vXRzMbiPff,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_vXRzMbiPff,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-F9C71A9FFF,https://education.asfai.org/objectives/52f53df0-09a2-591e-8abf-a5297b5ae8b1,Prepositions,"Demonstrate the “Prepositions” objective: Understand and use the most frequently occurring prepositions of location and direction (e.g. to, from, in, out, on, off, for, by, with).",English,Grammar & Punctuation,5,7,LANGUAGE,3,2,unreviewed,mt_VY3rBq8RyP,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_VY3rBq8RyP,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-4E6C151DAD,https://education.asfai.org/objectives/8c958eae-aede-5898-ab11-ffd2206a9191,Gods & the Parthenon,"Demonstrate the “Gods & the Parthenon” objective: Name the major Greek gods and their roles — Zeus (king, thunder), Hera (queen, marriage), Athena (wisdom, warfare), Poseidon (sea), Apollo (sun, music), Artemis (hunting, moon), Ares (war), Aphrodite (love), Hermes (messengers), Hephaestus (fire, crafts), Hades (underworld) — and know that the Parthenon in Athens was a grand temple built to honour Athena.",History,Ancient Greece & Rome,7,9,CONCEPTUAL,3,0,unreviewed,mt_W_CNRTBgYR,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_W_CNRTBgYR,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-22FA4A458C,https://education.asfai.org/objectives/2c54e152-a3a5-5c1b-ab84-999c91c0f91b,Decimal & Percent Notation,"Demonstrate the “Decimal & Percent Notation” objective: Read, write, and use decimal and percentage notation correctly — decimal, decimal point, tenths, hundredths, thousandths, percentage, per cent, % symbol, convert, terminating decimal — and understand the relationships between fractions, decimals, and percentages as three ways of expressing the same value.",Mathematics,Fractions,8,11,LANGUAGE,3,0,unreviewed,mt_W17Kbwm0-u,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_W17Kbwm0-u,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-79C137A1A8,https://education.asfai.org/objectives/472107c3-9af7-572b-93ff-24f261f10f90,Renewable vs non-renewable energy,"Demonstrate the “Renewable vs non-renewable energy” objective: Distinguish between renewable energy resources (solar, wind, hydroelectric, tidal, geothermal, biomass) and non-renewable resources (coal, oil, gas, nuclear), comparing their advantages, disadvantages, and environmental impacts.",Science,Energy,12,14,CONCEPTUAL,4,2,unreviewed,mt_w2A8D76ymp,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w2A8D76ymp,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-6DD59B7FA2,https://education.asfai.org/objectives/ad7f821d-d543-58de-83cd-c76b191be6dd,Rock Pool Habitats,"Demonstrate the “Rock Pool Habitats” objective: Explore rock pools (tide pools) as small ocean habitats where crabs, anemones, starfish, and small fish can be found, and understand that these creatures are adapted to survive crashing waves and changing water levels.",Science,Ocean Life,5,7,CONCEPTUAL,3,0,unreviewed,mt_w2u9bXP9n7,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w2u9bXP9n7,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-1C89C7CBF2,https://education.asfai.org/objectives/7f733d10-1f4e-5fab-a44e-b3b40cd9411e,Earth's Spin & Orbit,"Demonstrate the “Earth's Spin & Orbit” objective: Understand that Earth moves in two ways: it rotates (spins) on its axis once every 24 hours causing day and night, and it orbits (travels around) the Sun once every 365 days, which is one year.",Science,Space Exploration,7,9,CONCEPTUAL,3,0,unreviewed,mt_w2xiMNkyyX,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w2xiMNkyyX,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-E07D1F8920,https://education.asfai.org/objectives/c9b044f8-acb4-51b2-a252-8c17c92f7ce0,Eruption Types & Volcano Shape,"Demonstrate the “Eruption Types & Volcano Shape” objective: Understand that not all volcanic eruptions are the same: some flow gently (effusive) and some explode violently (explosive), depending on the properties of the magma, and that volcano shape is related to eruption type.",Science,Volcanoes & Earthquakes,9,11,CONCEPTUAL,3,0,unreviewed,mt_W4j7T_PnGH,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_W4j7T_PnGH,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-AD3BC74EE3,https://education.asfai.org/objectives/3b863654-3bcd-5abd-9575-0e488ea95225,Roles in a Group,"Demonstrate the “Roles in a Group” objective: Understand different roles people play in groups — leader, supporter, mediator, idea-generator — and recognise that effective groups need a mix of roles, not everyone trying to be the leader.",Personal & Social Development,Friendship & Cooperation,7,9,CONCEPTUAL,3,2,unreviewed,mt_w4nSIDhIgC,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w4nSIDhIgC,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-35C42548A9,https://education.asfai.org/objectives/dfac2851-ddda-55b2-bcf6-0c08d366bf7f,Ocean Ecosystems,"Demonstrate the “Ocean Ecosystems” objective: Understand ocean ecosystems as interconnected systems where living things (producers, consumers, decomposers) and non-living factors (temperature, salinity, light, currents) all interact, and that changes to one part affect the whole system.",Science,Ocean Life,9,11,CONCEPTUAL,3,0,unreviewed,mt_w4OYcWJs6H,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w4OYcWJs6H,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-72737AA112,https://education.asfai.org/objectives/7fb1df02-d275-5267-ae78-c3cec1f86f79,Connecting Ideas in Texts,"Demonstrate the “Connecting Ideas in Texts” objective: Describe connections between events, ideas, or concepts in informational text using time, sequence, cause-and-effect, and comparison language, and identify logical connections between sentences and paragraphs.",English,Reading Comprehension,8,9,CONCEPTUAL,3,0,unreviewed,mt_w4wKFP3jud,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w4wKFP3jud,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-LIF-7A302CBFB6,https://education.asfai.org/objectives/970cfe97-148f-503a-b135-f830520f1757,Scams & Online Safety,"Demonstrate the “Scams & Online Safety” objective: Recognising financial scams and tricks; phishing emails and fake websites; protecting personal and financial information online; 'if it seems too good to be true, it probably is'.",Life Skills,Money & Finance,9,11,CONCEPTUAL,3,0,unreviewed,mt_W5euSyU2sO,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_W5euSyU2sO,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-8FE6914F47,https://education.asfai.org/objectives/bea6b39e-ee1b-5f1d-aaf0-efc01af3717c,Waves & Different Materials,"Demonstrate the “Waves & Different Materials” objective: Explain how waves can be absorbed, transmitted, or reflected by different materials, and apply these interactions to explain colour perception, sight, communication technologies, and the effects of different surfaces on wave behaviour.",Science,"Waves, Light & Sound",12,13,CONCEPTUAL,4,2,unreviewed,mt_w5HzPpOUmj,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w5HzPpOUmj,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-49DB89F4CA,https://education.asfai.org/objectives/34db30b6-ad37-5721-8e66-4ff4df4bc882,Patterns in Times Tables,Demonstrate the “Patterns in Times Tables” objective: Identify arithmetic patterns (including patterns in the addition table or multiplication table) and explain them using properties of operations.,Mathematics,Multiplication & Division,8,9,CONCEPTUAL,3,1,unreviewed,mt_w6MxaaoMXZ,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w6MxaaoMXZ,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-560F7AFBC2,https://education.asfai.org/objectives/30c07d60-74d2-5117-8340-ee36e2700400,"Ceramics, Polymers & Composites","Demonstrate the “Ceramics, Polymers & Composites” objective: Describe the properties and uses of ceramics (hard, brittle, heat-resistant), polymers (flexible, lightweight, variable), and composites (combine properties of constituent materials), giving real-world examples of each.",Science,Matter & Materials,13,14,CONCEPTUAL,4,3,unreviewed,mt_w83U-_noVR,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_w83U-_noVR,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-084BE1B09A,https://education.asfai.org/objectives/0a929987-404e-5cf5-a238-27b765164c46,Planet Features,"Demonstrate the “Planet Features” objective: Describe a key feature of each planet: Mercury is smallest and closest, Venus is the hottest, Mars is red with rust, Jupiter is the largest with a Great Red Spot, Saturn has rings, Uranus tilts on its side, Neptune is the farthest and very cold.",Science,Space Exploration,7,9,CONCEPTUAL,3,0,unreviewed,mt_W8Eq3CqWJf,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_W8Eq3CqWJf,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-7A61DA5B1C,https://education.asfai.org/objectives/22124dd3-6773-5e56-8b85-32fb394f84a7,Simple tests and experiments,Demonstrate the “Simple tests and experiments” objective: Perform simple tests and use observations and ideas to suggest answers to questions.,Science,Scientific Inquiry,5,7,PROCEDURAL,3,2,unreviewed,mt_Wa44s-f8Ws,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Wa44s-f8Ws,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-6C476989E8,https://education.asfai.org/objectives/6f1f1f69-8439-574e-8433-4df84c5754c6,Decimals and fractions,Demonstrate the “Decimals and fractions” objective: Solve simple measure and money problems involving fractions and decimals to two decimal places.,Mathematics,Fractions,8,9,PROCEDURAL,3,0,unreviewed,mt_wB-GBDkoNr,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_wB-GBDkoNr,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-7817BFE082,https://education.asfai.org/objectives/ea2d47fe-1dee-5993-a66d-497814cfb308,Linear Function Graphs,"Demonstrate the “Linear Function Graphs” objective: Recognise that a linear function produces a straight-line graph, understand the relationship between an equation of the form y = mx + c and its graphical representation, and interpret gradient and y-intercept in context.",Mathematics,Algebra,12,14,CONCEPTUAL,3,5,unreviewed,mt_WBdHkc2HTf,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_WBdHkc2HTf,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
